Timestamp start: 1715968591141
Timestamp end: 1715969271712

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      344.8   308.7    68.9   127.8   148.0   316.5   394.4   439.7   470.9   504.2   543.2   597.1   783.2  3873.1 12864.7  26427.6    26385
read      336.0   316.9    74.4   129.0   149.5   308.2   384.8   428.5   457.6   488.9   524.6   573.6   697.9  3772.7 12299.6  22576.4    22616
read      368.7   293.0    68.9   129.9   149.9   342.3   428.0   475.1   508.7   546.8   593.5   664.9   895.9  2603.8 10184.1  50725.6    50605
read      386.1   388.9    68.9   138.1   162.1   343.4   427.4   477.2   515.5   562.9   626.8   728.2   997.4  4645.6 12388.2  90412.0    90283
read      343.6   334.9    68.9   128.5   148.4   313.3   391.0   436.6   468.5   502.1   541.1   593.5   752.3  4231.7 12648.7  26233.4    26273
read      368.2   246.1    68.9   130.2   150.2   344.1   430.9   477.8   510.5   547.5   593.3   662.9   849.0  2411.0  8611.1  48403.4    48521
read      378.6   402.3    68.9   128.6   149.3   338.0   421.2   470.0   505.6   545.9   594.4   677.5  1207.3  4500.0 10781.6  34266.0    34058
read      371.2   286.0    68.9   130.1   151.9   334.9   421.2   470.8   509.4   555.4   616.8   709.2   950.9  2825.2  7730.3  75632.2    75648
read      324.3   246.6    74.4   128.1   148.4   301.9   374.1   413.9   441.2   470.6   505.8   556.2   702.0  1393.9  9887.3  19703.6    19482
read      394.9   667.1    74.4   128.0   149.1   326.1   406.9   458.6   500.8   554.6   630.4   739.7  1413.8  7158.4 32284.2  14996.4    15054
read      440.7   487.5    68.9   129.9   154.3   349.7   436.2   492.0   538.5   601.9   699.1  1215.0  1975.3  3587.0 14936.9  75606.8    75754
read      294.4   560.3    74.4   142.5   166.9   257.9   292.2   310.9   323.8   340.8   364.4   403.9  1021.4  6271.5 38367.7   5147.0     5187
read      337.1   496.5    68.9   125.2   145.6   296.0   362.6   400.2   427.9   460.8   504.8   595.1   911.6  5440.1 28001.2  17580.6    17656
read      385.1   301.9    68.9   137.9   165.1   349.8   432.7   480.3   516.7   561.7   624.0   728.4   973.5  3007.3  7850.8  96264.0    96343
read      349.0   295.9    68.9   122.2   142.7   323.4   397.2   440.3   471.8   508.7   553.4   624.5   917.2  3684.1  9990.4  36691.6    36665
read      371.0   343.9    68.9   129.1   152.5   333.7   415.7   463.9   500.2   544.2   606.7   708.5   939.3  3233.1 13377.0  84968.6    85269
read      342.9   232.2    68.9   123.8   144.4   318.9   392.8   436.5   468.7   505.6   547.1   608.9   796.7  2669.2  7162.0  31363.2    31525
read      365.8   246.7    68.9   126.3   147.0   335.7   423.6   473.2   508.9   551.1   604.5   685.1   928.1  2177.3  7522.7  61697.4    61798
read      353.3   480.9    74.4   129.3   150.7   315.3   377.3   418.4   450.4   489.7   538.8   611.0   853.4  5259.1 21203.6  12273.2    12253
read      340.6   293.9    68.9   124.3   145.5   311.6   383.1   426.0   456.5   490.5   532.0   591.7   926.6  3147.9 10512.9  25563.2    25710
read      371.8   316.5    68.9   128.8   151.0   334.1   417.7   466.4   504.0   549.3   612.9   712.1   975.1  2892.3 10125.4  80061.4    79937
read      344.7   719.7    74.4   134.7   162.9   292.2   336.4   362.1   381.4   404.2   436.4   489.6  1221.1  9383.3 31617.3   7270.0     7271
read      520.1   497.3    68.9   145.8   181.7   396.8   482.9   549.9   619.6   722.0   898.6  1597.9  2184.3  3458.1 11338.0  85815.8    85861
read      370.6   331.5    63.8   132.2   156.2   334.0   414.8   461.8   497.8   542.8   604.6   705.3   940.5  3179.1  8967.1  91486.2    91467
read      380.7   354.8    68.9   130.7   153.2   340.5   429.2   481.0   518.9   564.3   623.8   721.4  1005.6  3424.6 10646.7  72319.4    72217
read      377.3   466.3    68.9   129.1   150.8   334.9   412.8   460.0   494.0   533.2   582.4   665.2  1145.6  6052.2 15902.1  31221.6    31080
read      383.8   369.9    68.9   131.1   154.2   340.7   427.3   479.1   518.9   566.1   629.1   729.2  1038.8  3916.5  8968.7  76955.8    76878
read      379.5   336.9    68.9   133.4   157.2   338.8   423.6   473.0   510.4   556.7   620.1   721.2   973.5  4226.4  9341.3  84557.8    84584
read      474.3  1185.4    80.4   132.9   156.3   336.7   421.9   477.2   521.4   572.2   637.3   758.7  4030.2 18389.6 34952.3  12534.6    12492
read      375.7   260.0    68.9   128.9   149.8   343.3   432.1   482.5   518.6   560.4   614.9   696.0   989.9  3311.1  6814.7  57268.0    57106
read      382.4   360.8    63.8   137.1   163.1   344.0   425.7   472.8   509.2   555.2   619.8   725.0   982.1  3204.9 11582.9  96437.6    96245
read      368.6   936.4    74.4   139.9   170.5   298.0   344.7   371.8   392.2   416.8   450.2   502.4  1409.3 11304.8 32439.6   6772.6     6791
read      539.4   551.6    63.8   157.2   196.5   423.5   510.0   574.4   639.7   755.2   925.3  1571.8  2194.0  3895.2 18568.9  90581.4    90728
read      324.4   831.7    80.4   151.5   175.6   270.2   303.8   321.7   336.8   354.5   378.9   426.5  1064.5  9456.0 35544.5   5106.8     5151
read      563.4   578.1    68.9   154.3   190.9   414.3   503.7   586.9   674.8   809.0  1341.9  1727.3  2166.2  3448.1 20177.4  82806.8    82969
read      355.5   250.9    68.9   126.4   146.3   333.1   415.5   462.1   496.5   535.3   580.4   641.2   786.7  1594.5 10352.4  42545.4    42635
read      379.6   260.1    68.9   142.3   169.1   345.7   426.6   473.4   510.0   555.5   618.2   715.0   931.9  2453.6  8887.0  99323.2    99337
read      377.8   332.9    68.9   138.2   163.3   342.8   424.7   472.2   509.0   554.3   616.6   715.1   936.2  2487.3  8639.9  95386.0    95192
read      367.2   304.7    68.9   129.2   149.8   331.6   420.6   471.7   509.4   553.5   611.1   696.3   939.6  2167.1  8011.1  68973.4    69200
read      385.1   469.5    68.9   129.4   150.4   341.7   429.1   477.8   513.4   554.4   606.3   685.2  1232.3  6234.8 12588.3  49423.2    49459
read      363.1   283.2    74.4   128.6   150.1   325.5   409.1   458.8   493.8   533.0   580.0   664.1  1102.3  2591.6 10063.8  28996.6    29055
read      366.5   247.8    68.9   128.4   149.4   335.3   423.3   474.5   511.7   554.7   609.4   688.0   902.3  2377.7  8535.0  64274.2    64324
read      309.6   373.0    86.8   152.0   177.9   285.2   321.7   341.5   356.2   372.7   396.9   439.5   773.9  5504.0 13729.1   5703.4     5705
read      911.2   804.5    74.4   252.0   291.8   556.7  1350.3  1536.0  1637.0  1738.8  1862.7  2025.0  2869.3  6066.8 22816.9  84612.8    84816
read      459.6   574.6    68.9   129.5   149.4   336.6   464.7   574.9   668.6   763.7   903.9  1088.8  1729.8  7315.4 23938.9  23795.6    23714
read      848.7   741.3    74.4   209.1   261.2   488.1   931.1  1481.2  1581.5  1697.8  1825.6  1993.2  2836.2  4332.9 16572.8  74140.0    74116
read      407.1   330.3    74.4   133.7   154.7   346.5   459.1   539.8   598.1   661.6   730.2   832.2  1047.2  2567.9 12922.2  19963.0    19948
read      470.6   427.6    68.9   131.5   152.6   325.6   441.0   550.9   695.1   911.5  1107.4  1326.6  1635.8  2164.3 11662.5  44009.0    44213
