Timestamp start: 1715973006660
Timestamp end: 1715973677180

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      311.0   258.7    68.9   120.6   139.1   288.6   361.8   402.8   430.4   460.6   495.6   542.5   665.4  1512.1  9664.5  22958.0    22964
read      332.7   684.5    74.4   131.1   153.7   288.3   336.6   364.1   383.9   406.0   436.0   482.9   967.7  8032.1 31800.7   8173.3     8172
read      365.7   546.7    68.9   120.4   139.1   296.9   384.1   437.5   477.7   526.3   597.6   786.2  1091.4  8883.6 28764.8  27719.5    27652
read      327.0   238.1    68.9   117.3   134.9   301.1   378.6   424.0   456.6   493.5   537.2   600.0   759.9  1475.7 10641.0  37544.8    37594
read      315.9   333.1    68.9   119.9   138.3   288.9   360.8   402.5   431.6   463.3   500.1   549.3   689.8  2989.4 15172.9  24552.5    24367
read      327.7   223.0    63.8   119.6   137.9   303.6   381.1   425.6   457.8   494.2   537.6   598.7   748.8  1347.0  8654.1  33758.0    33771
read      350.8   304.4    68.9   123.9   143.9   308.4   390.9   442.0   480.5   526.1   584.4   678.0   948.9  3306.6  9830.3  85056.3    84944
read      346.3   313.8    63.8   124.8   145.1   307.4   390.1   441.6   480.1   525.6   582.8   672.3   893.5  1883.8 13467.9  85706.2    85666
read      337.0   226.4    63.8   120.5   138.8   308.6   393.2   440.8   474.4   513.6   561.3   630.9   795.0  1661.4  9005.0  51947.3    51918
read      329.0   299.4    63.8   118.3   136.2   300.6   380.1   427.2   460.3   497.1   540.4   600.9   756.0  1493.3 12205.4  34521.3    34406
read      317.6   214.2    68.9   118.5   136.6   292.6   369.4   415.2   446.7   481.0   520.1   573.9   692.0  1259.9  8128.4  28691.2    28664
read      337.5   352.8    68.9   119.6   137.6   307.0   387.1   433.3   466.3   504.0   548.8   616.9   795.5  2708.9 12440.2  38285.0    38289
read      312.0   369.5    68.9   121.7   139.8   285.8   357.8   397.1   423.6   451.9   484.1   529.5   639.6  4047.6 12747.9  20585.0    20658
read      344.8   496.9    74.4   127.1   145.9   303.6   369.3   407.1   435.9   472.3   521.0   596.2   859.2  6619.1 19330.5  13837.7    13840
read      341.0   243.7    63.8   125.3   145.7   303.9   382.1   431.3   469.0   514.5   572.3   660.5   866.4  2229.4  6862.8  93182.7    93419
read      342.7   232.3    63.8   127.3   149.0   306.2   383.6   432.3   470.6   517.6   576.2   663.8   866.4  1906.6  7167.0  98280.7    98284
read      340.8   226.4    63.8   121.8   140.4   305.2   390.7   441.2   478.0   521.2   575.9   660.1   895.7  1944.1  6179.0  71281.2    71313
read      336.5   270.5    68.9   118.9   137.3   308.0   389.9   436.2   469.3   507.3   553.4   621.5   804.6  2033.3  8266.5  42029.7    42089
read      335.5   215.4    63.8   119.7   138.2   309.6   391.3   438.4   471.7   509.2   556.3   626.8   787.2  1573.0  7679.6  46515.0    46458
read      322.8   311.1    68.9   118.1   135.7   294.8   370.4   414.8   446.5   481.5   522.6   580.5   732.6  2315.3 12264.1  30749.7    30755
read      332.8   261.1    63.8   119.3   137.3   307.3   387.4   433.0   465.4   502.2   547.1   616.2   759.7  1725.2  8495.2  42865.0    42889
read      346.9   285.1    68.9   125.0   145.9   308.3   387.9   437.5   476.7   523.9   582.7   673.9   898.1  2363.8  8247.5  93613.7    93552
read      340.7   240.0    63.8   121.0   139.5   307.5   392.5   442.4   477.3   518.0   569.4   647.7   866.2  1956.2  7728.7  65884.2    65694
read      317.3   194.1    68.9   117.8   136.3   294.8   369.4   413.2   444.3   478.4   519.2   575.7   704.8  1203.4  7754.2  29576.7    29574
read      339.7   238.9    63.8   120.3   138.8   310.2   395.0   442.7   476.0   514.6   562.4   633.6   832.0  1850.8  6861.0  51195.7    51355
read      344.1   248.6    68.9   121.6   140.9   308.3   393.6   444.0   480.6   522.8   576.3   660.1   901.9  2269.4  7290.4  67339.0    67361
read      328.5   518.0    74.4   125.6   143.8   290.6   352.4   385.4   408.2   434.7   467.8   525.5   993.8  5965.1 30171.2  16277.8    16287
read      358.5   284.5    68.9   126.7   147.7   319.3   400.9   452.1   491.7   539.1   600.9   696.6   922.0  3120.4  9226.9  81492.7    81508
read      357.0   265.9    68.9   128.4   149.9   318.2   398.4   448.0   487.2   536.2   601.3   698.2   935.6  2112.2  9400.2  87550.8    87619
read      355.9   273.2    68.9   131.6   154.7   319.6   398.5   447.4   485.1   532.1   594.1   689.0   885.4  2066.9  9287.5  98919.7    99068
read      344.7   214.3    68.9   123.9   142.8   316.6   402.3   452.4   487.0   526.0   573.7   640.3   804.4  1632.8  7390.1  51309.5    51267
read      344.6   426.0    74.4   134.1   153.6   307.2   368.2   403.7   432.2   467.9   516.3   591.2   814.7  6391.2 11881.4  11812.8    11822
read      491.9   397.4    68.9   151.0   186.1   462.3   558.5   604.3   638.0   687.8   802.2  1048.9  1298.3  3869.6 12946.0  97603.3    97494
read      492.5   384.6    68.9   145.0   177.7   439.8   577.1   636.2   675.7   722.3   791.8  1072.6  1442.5  3464.7 12350.5  97272.2    97350
read      418.3   474.0    68.9   126.8   147.0   340.5   443.1   502.1   546.6   603.4   693.4   924.5  1789.8  4850.3 14778.9  55469.7    55460
read      352.9   290.3    68.9   127.6   148.1   316.3   397.9   448.1   486.4   533.2   591.8   682.3   879.4  2607.5  8636.7  85898.5    85984
read      362.1   322.6    63.8   127.4   147.7   319.5   404.0   456.1   495.5   542.3   603.9   700.7   953.8  3649.5  8961.9  82153.7    82043
read      351.5   266.2    63.8   123.2   141.9   319.9   409.3   458.9   493.4   532.6   581.3   653.7   847.8  2601.4  8878.7  52904.8    52873
read      345.2   419.5    74.4   128.8   147.9   303.9   370.6   411.1   444.0   486.2   542.5   631.4   875.2  4838.2 14735.7  13825.2    13911
read      351.4   282.2    68.9   123.5   142.2   319.6   406.5   455.4   489.5   528.8   578.0   650.2   857.5  2737.7 11288.8  50044.2    49984
read      343.1   625.6    80.4   134.8   156.7   299.3   354.1   387.3   411.5   441.4   477.7   531.8   870.5  8046.5 30954.4   9268.7     9274
read      337.1   284.7    68.9   122.3   140.7   298.6   375.6   423.0   456.5   494.2   539.3   621.0  1009.8  3718.5  8224.5  27022.3    27187
read      312.2   317.7    74.4   125.3   143.4   289.6   357.2   394.2   419.3   446.6   478.2   525.9   667.8  3823.0 13704.9  18727.2    18735
read      355.1   286.9    68.9   128.6   149.9   318.5   398.9   450.1   489.5   536.4   596.2   687.9   879.6  2217.0  9443.7  86404.7    86505
read      354.7   357.4    68.9   128.4   150.0   314.5   394.4   444.1   482.7   529.0   588.4   682.4   888.6  3164.5 12635.2  92661.7    93039
read      351.4   256.6    68.9   124.7   144.3   313.5   398.2   450.5   488.7   533.5   590.5   679.9   896.7  2961.7  7406.0  75835.3    75999
read      341.5   274.8    68.9   121.5   140.4   312.0   389.5   434.7   467.0   503.7   547.6   614.6   827.2  3569.7  9998.6  32250.0    32324
read      359.7   343.8    68.9   127.5   147.8   316.8   400.3   452.9   492.8   540.4   601.9   691.5   923.5  4042.7 10724.5  84132.2    84255
read      359.8   299.3    68.9   128.3   149.4   321.3   404.2   456.2   495.0   541.5   603.8   696.5   907.4  2554.6 10204.5  81913.7    81759
read      343.5   355.0    68.9   121.7   140.1   313.8   393.1   438.4   470.5   507.8   551.6   618.4   793.8  3191.5 10778.4  37396.5    37291
read      351.7   285.2    74.4   123.8   142.7   317.3   404.9   454.9   489.9   530.1   580.1   653.4   866.6  3043.7 10116.2  53738.7    53818
read      334.9   330.8    68.9   121.7   140.5   306.3   381.4   426.1   458.1   494.5   537.7   599.2   791.7  3404.9  9473.8  30327.5    30297
read      332.6   286.6    68.9   120.9   139.3   307.3   380.4   423.5   454.3   489.4   532.5   592.9   763.8  2639.0 10123.2  31466.7    31569
read      341.3   240.6    68.9   122.0   140.9   315.9   395.7   440.7   472.7   510.5   556.0   625.7   804.8  1955.0  8205.5  38981.5    38927
read      346.6   604.9    74.4   126.6   146.5   298.1   355.9   392.1   420.6   455.5   498.3   562.5  1016.4  7341.0 30672.7  10633.0    10652
read      470.7   475.9    68.9   141.3   172.7   374.3   464.3   521.3   568.8   642.8   779.5  1343.7  1999.5  3372.1 15103.3  97856.7    98119
read      352.3   278.8    68.9   125.3   144.2   319.8   404.7   452.9   486.5   525.6   575.1   649.1   890.0  3139.8  8589.2  48087.8    48176
read      344.4   294.6    63.8   124.3   143.6   316.6   391.9   434.8   466.3   503.3   548.8   622.8   840.8  3406.0 10610.2  34919.5    34929
read      350.1   280.8    63.8   123.6   142.9   314.0   398.4   450.2   488.3   532.7   588.2   673.1   869.9  3069.6  8005.5  69622.7    69735
read      322.0   410.3    68.9   122.9   141.1   292.6   362.4   400.5   427.7   457.2   492.0   540.8   694.2  4791.3 13894.2  20796.3    20753
read      351.7   222.5    68.9   126.5   147.2   316.1   398.9   450.6   489.7   536.2   595.1   686.8   892.9  1851.2  6629.6  84568.5    84642
read      344.1   310.1    68.9   121.8   140.9   315.3   396.6   443.0   475.2   513.6   558.9   627.1   806.8  2714.5  7950.6  42298.7    42333
read      350.8   304.9    63.8   123.1   142.1   315.7   400.8   452.2   488.9   531.3   583.7   660.9   844.4  3294.6  9055.6  61447.0    61587
read      355.8   321.9    68.9   126.0   146.0   316.2   399.3   450.9   489.4   535.0   593.1   685.9   909.2  3123.0 10196.5  77906.5    77998
read      357.3   308.6    68.9   128.6   151.0   317.4   396.3   445.3   483.3   530.9   592.3   689.6   917.5  3035.6  9255.5  97663.5    97625
read      321.9   250.7    68.9   121.5   140.8   296.9   369.5   410.4   439.5   471.4   508.6   564.3   721.7  2536.1 10485.8  23828.5    23781
read      370.2   445.3    68.9   124.9   144.4   318.7   406.4   459.4   497.4   541.3   598.3   690.5  1216.1  4527.4 16227.1  66726.3    66723
read      331.9   282.2    68.9   120.0   138.5   304.3   380.9   425.4   457.3   493.7   536.6   603.0   821.5  2088.7 12553.8  30856.0    31016
read      350.9   314.5    68.9   121.7   140.8   315.4   401.6   450.3   484.2   523.2   572.9   650.3   927.9  3019.5 13363.6  47386.7    47394
read      357.2   388.5    63.8   127.4   149.1   311.8   391.0   440.9   479.2   526.0   586.6   682.4   927.6  4036.9 12223.2  95399.0    95335
read      335.1   892.8    74.4   139.3   161.9   265.8   303.0   321.4   336.3   353.3   375.5   422.7  1378.0 13099.4 31660.4   5252.0     5252
read      380.4   361.4    63.8   122.6   141.3   299.8   390.1   446.0   487.6   538.7   615.3   853.8  1880.8  2703.1  8103.7  65784.7    65908
read      305.8   289.2    68.9   123.3   141.4   286.1   349.5   383.4   405.6   431.6   462.3   507.1   637.1  4300.3  9343.3  16780.0    16889
read      336.5   220.0    63.8   119.0   137.1   310.6   393.1   438.7   471.4   510.4   557.9   627.1   800.9  1560.6  7683.4  43084.3    42912
read      354.0   343.5    63.8   128.9   150.5   309.3   389.7   439.6   477.9   523.4   581.9   675.0   943.0  3130.5 12308.3  99924.8    99898
read      322.3   251.0    68.9   118.9   137.1   295.2   373.7   418.4   448.3   480.7   518.6   572.4   714.2  2959.3  9156.8  26455.3    26385
read      321.8   343.4    68.9   122.2   141.0   292.7   368.6   410.7   438.2   467.8   503.0   552.2   728.9  4111.8 11393.6  22730.5    22616
read      347.5   289.4    68.9   121.3   139.9   315.3   400.5   448.7   482.9   522.6   571.8   646.0   878.7  2703.0  9225.1  50663.7    50605
read      347.7   255.0    68.9   124.9   145.4   307.7   390.7   442.2   481.1   526.9   584.7   677.3   926.7  2432.9  6873.4  90122.0    90283
read      320.4   250.9    68.9   118.6   136.8   293.8   367.6   411.2   442.0   475.1   514.7   572.7   729.9  3585.6  8226.4  26220.2    26273
read      342.4   306.6    63.8   120.8   139.1   311.7   396.4   444.0   477.4   516.0   563.8   634.1   828.8  1923.1 13628.6  48271.2    48521
read      368.7   537.4    68.9   122.9   141.9   313.8   396.7   445.5   480.1   521.4   572.8   661.9  1262.5  5869.1 29139.7  33954.0    34058
read      366.1   378.6    63.8   127.6   148.1   322.2   406.6   458.4   497.8   544.5   606.7   703.9   941.8  3632.1 14021.9  75687.5    75648
read      313.5   296.3    74.4   123.5   141.8   286.1   351.0   388.5   413.4   441.9   476.1   528.1   766.9  3961.2  9558.2  19574.0    19482
read      325.7   509.0    74.4   128.4   146.8   293.8   354.9   385.8   407.3   432.2   462.9   509.3   830.8  5597.6 23538.9  15062.2    15054
read      356.0   262.9    63.8   127.8   147.4   317.6   402.8   455.1   493.7   539.5   598.4   687.8   910.4  2627.8  9157.3  75788.3    75754
read      399.5  1389.4    93.8   146.6   168.5   274.8   313.2   333.9   348.5   368.4   395.6   461.3  3447.4 28952.9 39386.2   5222.5     5187
read      399.7   621.2    68.9   132.1   152.1   329.1   434.0   503.3   546.8   591.9   646.4   727.9  1013.3  8392.8 30009.1  17536.8    17656
read      417.2   373.3    68.9   137.8   162.8   341.3   432.0   488.6   531.6   585.9   669.3   894.6  1805.0  2938.9 10181.2  96260.8    96343
read      336.0   281.6    68.9   120.6   138.7   306.8   386.9   434.0   467.3   505.5   549.3   614.2   787.0  2619.2 12732.1  36533.3    36665
read      348.0   262.0    63.8   127.4   147.2   308.8   392.5   443.2   481.2   525.9   582.9   673.0   909.3  2387.6  8790.0  85014.2    85269
read      339.7   376.3    68.9   120.7   139.2   306.0   385.6   431.9   464.5   500.9   543.5   606.5   751.1  4782.7 13997.0  31523.7    31525
read      346.7   265.3    63.8   123.8   142.6   312.9   401.2   451.5   486.7   526.9   577.3   653.1   851.6  2264.6  7863.2  61726.0    61798
read      331.4   304.1    74.4   133.7   153.0   304.3   363.9   399.0   426.6   460.9   505.9   576.2   791.9  3267.5 12761.6  12203.8    12253
read      326.7   302.4    68.9   121.0   139.5   296.6   375.3   420.7   451.0   483.8   521.9   576.2   745.1  3835.2  9460.8  25739.5    25710
read      363.5   356.1    63.8   126.9   147.0   315.8   400.8   454.0   492.8   538.2   596.9   694.6  1055.3  3921.9 12945.3  79954.2    79937
read      337.1   734.2    86.8   141.8   163.5   287.9   332.8   356.5   373.0   394.9   423.7   470.6  1085.4  9197.7 35484.8   7269.8     7271
read      506.9   597.1    68.9   141.1   168.7   351.6   452.9   526.0   587.1   678.0  1195.7  1616.6  2123.9  6635.5 17913.5  85543.5    85861
read      347.2   206.2    63.8   130.4   151.4   313.2   397.8   448.3   485.5   530.4   586.7   674.1   865.5  1149.5  6121.9  60906.0    91467
