Timestamp start: 1715971121301
Timestamp end: 1715971791826

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      352.6   228.0    68.9   125.5   145.2   325.7   407.4   455.5   490.4   530.5   580.0   655.1   858.8  2029.3  6430.4  52950.3    52873
read      350.3   442.9    68.9   127.2   145.9   305.7   372.9   414.9   450.1   496.9   561.5   659.8   877.5  5679.4 13873.0  13947.0    13911
read      351.2   232.1    68.9   125.0   144.4   325.0   405.3   452.1   486.6   526.4   574.5   644.4   870.2  2473.5  6688.1  50079.5    49984
read      376.6   953.5    80.4   131.4   153.8   303.7   359.1   395.9   424.8   459.5   501.9   567.2  1257.4 11924.0 38989.4   9353.2     9274
read      348.7   341.9    68.9   123.1   143.1   304.3   374.6   421.6   456.1   495.8   545.4   671.7  1135.0  3834.6 14289.1  27095.8    27187
read      315.3   271.6    74.4   126.9   145.5   293.6   357.6   394.8   420.7   449.2   483.0   533.7   674.0  3537.6  9197.1  18774.0    18735
read      362.1   294.9    68.9   128.7   150.8   327.2   407.3   454.4   489.8   534.9   596.3   697.7   917.0  3155.6 10533.1  86216.0    86505
read      357.3   289.9    68.9   129.5   152.1   322.9   400.2   446.5   483.0   529.8   591.7   689.4   893.7  2319.7  9277.0  92952.2    93039
read      353.2   289.7    68.9   125.7   145.9   320.3   399.8   447.1   483.2   528.2   588.1   682.1   895.1  2388.7  8424.6  76028.0    75999
read      338.3   237.3    68.9   123.7   142.7   313.6   385.3   428.5   460.9   498.1   542.2   608.2   803.2  2347.9  9946.5  32369.5    32324
read      358.0   286.8    63.8   128.0   149.6   323.5   402.9   450.3   486.5   532.2   593.2   691.3   902.3  2597.2  9908.4  84073.7    84255
read      362.2   299.3    63.8   128.3   149.7   326.5   406.5   454.5   490.8   537.2   601.3   702.2   918.8  2718.2  8726.6  81369.2    81759
read      349.0   331.5    68.9   124.0   143.5   322.1   396.3   439.4   470.7   508.1   554.7   626.2   827.1  3414.2 11524.2  37393.5    37291
read      354.3   241.7    68.9   125.6   145.1   326.0   407.4   454.7   488.9   529.3   579.9   655.4   891.8  2612.3  6972.7  53776.8    53818
read      340.8   332.6    63.8   124.2   143.5   312.8   383.0   426.4   457.8   494.1   537.1   598.8   833.3  3790.6 12755.8  30278.8    30297
read      338.0   262.9    68.9   123.1   142.8   314.1   383.9   426.0   457.4   493.3   537.0   600.0   799.4  2784.4  9828.3  31523.5    31569
read      349.2   305.1    68.9   123.1   142.6   322.1   397.1   441.5   474.1   511.9   558.6   627.9   847.3  3428.9 10176.5  39018.2    38927
read      337.4   391.3    74.4   127.4   146.9   299.3   357.8   395.2   426.3   466.2   513.3   584.4   894.2  5338.0 19210.8  10642.3    10652
read      540.8   498.8    68.9   164.8   215.2   435.1   506.2   568.9   651.8   784.5   919.7  1523.1  2048.6  3231.5 15889.9  97977.8    98119
read      358.1   359.4    68.9   124.5   144.3   324.0   404.2   451.3   485.2   525.6   575.7   648.5   926.6  3649.3 14374.4  48327.2    48176
read      339.4   251.4    68.9   122.8   142.0   314.6   385.6   428.3   460.4   498.5   543.8   613.2   834.5  2778.8  8155.2  34918.0    34929
read      361.4   360.5    68.9   125.5   145.7   324.6   406.4   454.6   490.0   533.2   590.5   681.5   911.4  3771.4 11330.1  69635.7    69735
read      318.4   276.7    68.9   125.4   144.4   294.2   361.2   400.0   427.3   457.3   493.5   545.1   712.6  2743.6 11297.2  20824.0    20753
read      360.6   289.2    68.9   130.1   152.2   326.1   405.7   453.5   489.8   535.0   595.5   694.4   910.7  2871.7  8766.2  84625.7    84642
read      356.0   303.7    63.8   126.7   146.2   327.1   404.2   450.2   483.4   522.8   571.4   642.4   880.8  3610.4 10344.4  42405.2    42333
read      362.8   242.7    68.9   127.6   147.7   332.9   418.2   466.8   502.9   544.6   598.1   682.0   911.6  2230.7  7714.2  61527.2    61587
read      369.7   295.8    68.9   127.9   149.5   334.5   417.0   464.8   501.2   545.1   608.4   713.8   954.2  3308.0  9369.1  77949.0    77998
read      358.5   249.0    68.9   130.4   153.6   324.8   403.0   450.0   485.8   530.1   589.9   688.5   911.5  2163.4  8416.9  97693.7    97625
read      342.5   567.4    68.9   125.7   145.6   302.2   369.9   412.5   443.5   477.2   518.5   581.9   908.3  6221.0 35828.2  23755.3    23781
read      363.5   282.4    68.9   125.5   145.8   326.2   409.8   459.1   495.8   540.4   597.8   693.0  1014.6  2995.9  7441.8  66740.5    66723
read      332.2   305.8    68.9   121.4   140.8   304.9   372.8   415.8   447.6   483.5   526.6   587.8   836.1  2627.9 10438.5  31072.0    31016
read      360.5   406.5    68.9   123.1   142.8   320.3   400.2   447.2   481.3   522.2   573.1   653.7  1072.3  4935.4 13232.7  47444.3    47394
read      349.6   266.4    68.9   126.6   148.7   314.1   391.5   437.2   472.4   518.2   580.6   677.6   890.8  2580.1  9220.1  95184.2    95335
read      319.1   767.6    80.4   138.1   162.9   264.7   303.5   322.9   338.5   357.0   381.8   430.1  1139.0  9214.8 35706.7   5289.5     5252
read      360.2   325.1    68.9   123.3   142.8   316.8   399.0   448.4   485.5   530.2   586.5   679.2  1245.9  3217.1 10340.0  65681.2    65908
read      363.7   558.8    74.4   123.2   142.3   303.5   381.8   429.6   468.1   522.3   597.3   707.5   986.3  7323.4 27802.0  16865.8    16889
read      344.2   265.1    68.9   122.2   141.6   318.7   394.8   439.1   470.8   509.0   555.7   627.7   842.2  1894.2  9355.4  42854.8    42912
read      354.9   304.3    63.8   129.6   152.6   318.1   394.6   441.0   476.8   522.3   584.0   682.9   900.6  2619.3 10733.2  99674.2    99898
read      319.9   222.5    68.9   121.5   140.7   297.3   365.0   406.3   436.1   469.3   507.5   562.4   714.6  2287.3  8446.8  26336.8    26385
read      315.0   289.4    68.9   121.9   140.8   291.5   359.2   398.7   426.4   457.1   493.5   544.6   710.9  2588.8 10588.7  22573.3    22616
read      345.1   236.9    68.9   122.2   141.6   319.3   398.0   444.4   478.1   518.5   567.7   637.4   838.5  1845.3  7163.8  50562.7    50605
read      358.1   313.2    68.9   126.8   148.8   321.0   398.7   445.7   481.9   528.5   591.8   693.7   932.8  2312.6 11874.9  90302.2    90283
read      319.3   261.0    68.9   120.5   139.8   294.5   361.9   403.2   433.4   466.8   505.8   562.2   721.1  2851.7 12176.9  26287.2    26273
read      358.5   253.2    68.9   126.1   145.9   330.9   411.8   459.2   493.5   533.3   582.3   660.6   913.0  2513.3  7975.2  48612.2    48521
read      363.3   362.6    68.9   126.0   145.9   326.4   401.2   446.5   479.9   520.0   571.5   657.2  1104.0  4180.7 12554.6  33996.7    34058
read      357.8   252.7    63.8   126.6   147.4   324.2   405.0   454.1   491.4   536.8   596.2   691.9   904.7  2522.9  8275.7  75618.0    75648
read      340.7   634.4    68.9   125.0   143.7   289.0   352.9   390.0   416.0   445.1   481.1   538.6   996.9  7917.3 31216.3  19477.2    19482
read      342.2   526.3    74.4   126.0   144.7   294.1   357.5   394.4   423.0   460.0   516.0   634.9   965.0  6728.8 29323.6  15107.3    15054
read      491.3   500.1    68.9   135.2   161.7   371.0   459.3   523.1   581.0   670.4   839.7  1605.3  2149.9  3401.7 13468.4  75622.2    75754
read      321.3   669.7    74.4   141.9   167.0   262.4   300.4   320.3   336.0   354.6   380.7   439.4  1657.8  6635.9 31668.6   5218.2     5187
read      393.5   693.8    74.4   126.8   146.7   316.6   407.7   473.3   523.6   581.2   651.2   741.6  1027.4  9392.0 31371.9  17538.3    17656
read      360.3   259.1    68.9   130.1   153.4   324.0   400.8   448.0   484.0   530.6   593.8   694.9   935.8  2577.3  7703.2  96050.5    96343
read      339.1   248.0    68.9   122.1   141.3   314.2   385.7   428.5   460.3   498.6   544.5   615.0   844.7  2580.8  8616.8  36662.8    36665
read      356.9   257.5    63.8   127.8   149.8   323.1   401.1   448.2   484.2   530.5   592.9   693.5   910.7  2200.4  6915.8  85140.0    85269
read      340.4   336.7    68.9   123.6   143.1   313.6   383.4   426.6   458.2   494.4   538.0   602.0   790.2  3518.9 10687.9  31566.0    31525
read      359.4   310.3    68.9   125.2   144.9   322.6   405.1   454.2   490.7   534.5   589.6   676.2  1029.9  2672.9  8690.4  61789.5    61798
read      339.3   484.2    68.9   127.6   146.8   301.1   360.2   397.4   427.5   466.2   520.1   595.0   795.4  7649.1 14652.6  12282.7    12253
read      333.4   262.3    68.9   124.3   143.9   302.4   370.9   415.0   446.7   481.8   525.5   594.1   960.7  3029.2  8051.8  25724.8    25710
read      365.5   280.6    63.8   128.7   150.4   330.0   411.8   460.4   497.8   544.4   608.6   711.6   943.2  2674.0  9338.0  79965.5    79937
read      300.4   435.0    74.4   139.8   164.1   279.0   317.1   338.1   353.3   371.7   398.3   441.0   572.0  6364.9 17102.9   7267.2     7271
