Timestamp start: 1715967575554
Timestamp end: 1715968376121

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      388.9   722.1    74.4   134.3   156.1   331.7   407.2   450.1   480.7   517.8   567.2   643.3  1059.3 12309.6 31173.8  13847.4    13840
read      355.8   258.4    68.9   131.9   153.8   318.5   396.8   445.2   482.8   529.1   587.9   678.0   918.5  2534.5  9043.8  93116.2    93419
read      360.8   235.6    63.8   134.9   158.1   323.0   402.0   450.7   488.0   534.9   596.5   693.0   968.8  1999.4  6203.7  98303.0    98284
read      353.6   282.1    63.8   127.4   146.7   317.4   401.7   454.3   492.2   536.2   590.7   673.5   897.6  2142.6 12402.1  71289.0    71313
read      342.2   252.3    68.9   122.7   141.4   314.6   394.0   440.7   474.9   514.3   559.7   623.4   786.5  2181.5  7534.7  42050.6    42089
read      341.2   230.4    68.9   123.0   141.5   315.3   395.1   443.0   477.1   515.8   561.4   625.4   788.1  1933.5  6942.5  46549.4    46458
read      334.5   216.0    68.9   123.5   143.3   308.7   388.0   434.9   468.0   504.4   545.8   602.0   753.4  1372.6  7871.6  30649.2    30755
read      346.2   347.3    68.9   123.1   141.6   317.0   396.4   443.3   477.8   516.9   562.7   626.3   820.2  2527.3 13591.3  42769.8    42889
read      352.4   232.5    68.9   131.4   153.0   316.9   393.0   439.5   477.3   526.3   589.1   682.5   890.9  2241.2  7480.9  93586.8    93552
read      349.4   211.0    68.9   126.8   145.5   318.4   404.0   454.8   492.2   535.1   586.3   660.5   843.3  1860.4  5498.6  65590.2    65694
read      334.9   294.2    68.9   123.3   142.5   304.7   384.5   433.5   466.5   502.6   542.7   596.6   743.8  2478.3  8058.1  29613.2    29574
read      342.7   207.9    68.9   123.7   142.4   316.4   398.7   447.4   482.5   522.3   568.7   633.5   805.1  1593.4  7378.3  51394.6    51355
read      350.7   268.1    68.9   127.2   145.9   315.7   400.6   452.2   489.9   533.4   584.9   660.3   877.1  2451.5  6301.9  67330.8    67361
read      376.4   509.0    74.4   130.4   150.3   320.9   406.5   456.7   495.8   546.1   614.0   706.5   989.7  6078.2 28843.5  16280.0    16287
read      361.6   232.8    68.9   131.4   152.5   321.0   402.9   454.5   494.5   543.0   605.8   696.8  1017.8  2450.1  5104.6  81541.8    81508
read      358.7   252.0    68.9   131.5   152.8   319.9   398.8   448.6   487.7   536.5   598.6   691.3   969.5  2361.9  7766.4  87419.4    87619
read      351.2   240.3    63.8   132.9   155.2   316.3   392.3   438.4   475.6   521.8   582.7   674.9   871.4  2035.2  7270.0  98891.0    99068
read      344.3   223.4    63.8   124.0   143.0   317.4   400.3   448.0   481.6   520.5   567.7   632.4   805.8  1746.0  7702.3  51246.0    51267
read      351.5   575.2    74.4   133.8   153.8   307.3   365.9   399.8   427.0   462.4   509.7   583.1   902.9  7769.7 29606.0  11825.6    11822
read      398.8   364.1    68.9   135.7   160.2   337.8   418.4   467.6   507.6   563.8   641.2   790.4  1748.5  3040.4 10483.7  97500.4    97494
read      353.8   215.7    68.9   133.9   156.3   318.7   396.2   443.8   481.2   528.1   589.0   681.1   889.9  1872.3  4629.9  97457.8    97350
read      371.0   403.7    68.9   127.7   147.3   325.0   412.7   463.6   500.4   542.5   594.3   681.5  1183.0  3815.8 16439.1  55481.0    55460
read      377.5   373.7    68.9   134.3   157.2   336.4   418.8   467.2   504.6   552.0   619.3   723.8   971.8  4275.3 11963.2  85922.4    85984
read      363.3   290.0    63.8   131.5   153.2   328.0   407.2   455.2   492.9   541.0   605.7   700.1   906.7  3031.1  9809.5  82014.2    82043
read      359.2   307.6    63.8   128.2   147.4   326.2   412.4   462.4   498.3   538.7   586.7   659.0   876.0  2343.5  9735.6  52813.0    52873
read      372.0   543.6    74.4   138.0   157.9   320.4   392.8   435.3   469.7   518.5   586.0   687.4   932.7  7659.4 27936.9  13905.6    13911
read      367.3   279.4    68.9   129.0   147.8   327.4   414.6   464.4   500.6   542.2   593.9   679.9  1341.6  2313.6  7687.8  49977.8    49984
read      349.6   645.4    80.4   141.3   161.8   303.2   352.5   382.0   403.7   434.6   478.9   547.1  1028.1  9178.0 31270.7   9284.2     9274
read      358.7   291.2    74.4   128.4   148.4   314.1   398.5   448.1   482.4   521.5   570.3   666.8  1139.8  3568.0  8169.1  27080.6    27187
read      352.7   458.2    74.4   137.9   157.9   317.6   393.7   434.1   462.0   493.0   530.1   585.3   787.2  5518.6 21937.6  18723.8    18735
read      426.3   375.3    68.9   140.9   166.0   361.0   457.3   519.6   568.4   628.4   710.7   863.6  1614.0  3975.6 11559.6  86509.2    86505
read      415.1   347.2    68.9   142.6   169.2   365.8   459.4   514.0   556.6   612.0   688.1   819.3  1229.6  3785.0 12976.2  93312.2    93039
read      366.4   329.9    68.9   131.3   151.8   324.5   407.8   458.5   497.6   545.2   607.2   699.3   973.9  3688.6 10154.7  75840.2    75999
read      341.2   299.4    68.9   124.8   143.7   311.2   388.6   435.4   469.8   507.1   548.9   605.6   748.6  3230.7  9784.4  32468.0    32324
read      370.8   386.4    68.9   134.4   156.1   329.6   409.8   458.8   497.0   544.3   608.6   705.5   923.2  3968.1 13738.2  84288.6    84255
read      366.6   299.7    68.9   133.5   154.4   327.2   408.0   458.0   496.8   545.8   611.6   705.7   931.0  2964.3 10092.7  81707.6    81759
read      347.1   220.2    68.9   126.2   145.1   322.0   400.0   446.6   480.4   519.0   563.2   627.1   799.9  2872.0  7414.2  37431.0    37291
read      357.2   293.7    68.9   127.1   145.7   324.4   410.1   459.5   494.8   535.1   582.7   650.6   849.5  3712.2  9764.9  53993.2    53818
read      341.8   276.8    68.9   125.8   144.7   310.9   389.2   436.7   470.3   507.1   548.3   607.6   775.3  2960.8 11496.8  30261.6    30297
read      346.0   262.7    68.9   126.5   145.4   316.4   395.0   442.7   476.2   513.6   556.6   620.3   805.6  2381.2 10069.0  31331.0    31569
read      349.0   268.3    68.9   125.5   144.4   322.4   402.3   449.7   483.1   521.6   567.2   631.6   802.3  2139.3  9058.3  38854.4    38927
read      348.6   486.1    80.4   136.8   156.2   309.2   369.2   406.4   437.4   475.1   520.9   586.2   795.1  4908.1 28375.3  10679.2    10652
read      637.1   604.9    74.4   250.4   305.1   467.6   558.1   711.7   820.6   910.8  1181.9  1704.4  2205.2  5498.3 20314.5  98060.2    98119
read      353.0   266.5    68.9   127.4   145.7   322.7   404.6   454.2   489.8   529.9   577.9   646.2   872.8  2520.3 10571.2  48240.4    48176
read      341.9   219.7    68.9   124.8   144.0   316.3   393.1   440.8   474.7   512.4   556.3   618.0   771.9  2135.9  7953.0  34941.6    34929
read      366.7   338.9    68.9   130.5   150.3   326.3   412.1   464.5   503.9   550.0   608.1   691.5   938.3  3713.3  9676.4  69811.8    69735
read      326.3   301.7    74.4   129.7   149.2   298.3   374.5   416.5   444.5   473.4   506.7   550.9   692.6  3226.4 10046.0  20724.8    20753
read      363.7   326.6    68.9   134.5   155.7   327.0   405.3   454.7   493.3   541.7   606.4   700.4   889.4  2925.8 12377.6  84506.0    84642
read      362.1   369.4    68.9   127.3   146.1   328.5   410.0   457.7   492.4   532.6   580.8   650.0   899.8  4289.8 10934.9  42386.2    42333
read      368.1   339.3    68.9   131.0   150.2   330.9   417.8   468.9   506.5   549.3   603.2   684.3   949.0  3600.2  9762.0  61636.4    61587
read      371.2   273.5    68.9   134.9   155.7   333.4   416.6   467.2   506.8   555.0   620.4   718.5   934.5  3173.1  9351.7  78017.2    77998
read      364.1   365.4    68.9   135.9   158.3   324.1   402.2   450.4   487.9   534.8   595.8   690.3   898.5  4177.3 10355.0  97512.4    97625
read      331.9   366.6    74.4   127.2   146.5   300.2   378.2   423.6   454.1   486.5   523.0   573.5   736.9  3945.6 15144.3  23868.4    23781
read      362.2   320.9    68.9   129.8   148.8   323.4   409.5   461.9   501.5   546.5   601.7   680.2   886.1  3488.0 10626.9  66706.4    66723
read      342.1   289.9    74.4   125.0   144.2   313.0   390.6   438.0   471.7   508.0   549.7   610.4   787.7  2242.7  9225.8  30853.6    31016
read      352.0   234.1    68.9   127.3   146.1   325.5   407.4   455.6   490.2   529.6   576.3   641.0   814.9  1954.1  7889.4  47456.2    47394
read      373.1   384.3    68.9   138.0   161.3   332.3   414.1   463.0   500.3   546.0   608.2   704.3   929.3  3678.4 14902.6  95492.6    95335
read      314.9   745.8    93.8   149.0   172.0   269.0   304.3   324.1   339.2   357.6   382.6   430.4   801.6  6945.1 35465.1   5276.4     5252
read      376.6   360.6    68.9   130.0   149.5   326.4   414.1   466.7   506.0   551.5   609.9   697.0  1451.3  3389.8 13361.3  65688.8    65908
read      321.5   283.2    74.4   133.1   151.8   299.0   367.2   402.6   427.3   453.3   482.7   526.0   677.4  4664.0 11312.5  16919.4    16889
read      355.7   295.5    68.9   126.9   146.0   326.2   407.0   455.2   490.0   529.5   576.6   641.6   863.1  2856.7  9971.8  42740.4    42912
read      363.4   320.1    68.9   137.7   160.7   324.6   402.3   450.3   487.5   534.9   596.9   689.7   889.7  2950.5 12763.5  99820.6    99898
read      338.2   362.6    68.9   126.6   146.1   306.3   384.3   431.4   463.0   497.3   536.2   589.8   756.0  3796.2 10184.7  26539.8    26385
read      333.9   284.0    68.9   129.6   148.9   304.1   382.7   426.2   455.4   486.8   523.3   575.6   759.9  3574.6 10094.2  22599.4    22616
read      357.9   296.3    63.8   127.7   146.4   326.8   409.3   458.5   493.8   534.0   582.0   649.4   853.8  3616.2 10234.4  50586.6    50605
read      368.3   358.4    68.9   135.1   156.8   327.9   408.8   458.0   495.9   543.3   608.9   705.2   918.0  3866.3 12839.9  90411.6    90283
read      342.3   344.0    74.4   127.0   146.4   307.3   384.4   431.0   463.1   498.3   538.0   592.0   786.3  5268.8 10019.6  26301.4    26273
read      379.5   439.1    68.9   129.4   148.8   332.9   419.6   469.4   506.1   548.5   602.9   691.3  1270.2  4493.5 17417.2  48613.8    48521
read      340.8   249.0    68.9   123.5   142.5   312.8   389.4   435.3   469.0   506.7   550.3   613.3   807.0  2606.6  8462.3  34044.0    34058
read      372.7   377.4    68.9   130.3   150.0   322.6   406.8   459.5   500.1   549.7   614.8   713.9  1200.0  4133.4 13164.0  75519.6    75648
read      325.0   381.5    74.4   127.4   145.8   295.0   369.4   409.2   435.5   463.4   496.0   543.7   795.1  4478.2 17916.1  19510.2    19482
read      361.1   463.1    68.9   130.9   150.3   312.7   389.5   436.8   473.7   520.4   578.7   663.1   921.5  4903.5 21930.7  14999.0    15054
read      354.0   298.0    68.9   127.9   147.3   315.9   398.2   449.8   489.4   535.8   591.7   676.7   888.4  3484.3  6965.0  75916.4    75754
read      390.8  1383.6    80.4   144.5   166.8   265.5   302.5   322.5   337.6   355.5   380.4   434.1  3886.1 30538.1 37188.7   5192.2     5187
read      348.3   395.1    74.4   130.5   150.0   305.3   382.6   423.0   451.3   484.7   532.6   636.9   929.0  6105.2 12465.7  17646.2    17656
read      359.5   337.7    63.8   134.1   156.2   319.0   398.2   446.5   484.6   531.9   593.5   687.4   901.0  3286.2 11383.5  96386.4    96343
read      336.4   233.5    68.9   121.2   139.8   310.0   387.6   434.6   469.0   507.6   550.6   612.9   776.2  1736.0  8405.0  36734.0    36665
read      365.2   311.7    68.9   132.0   153.4   324.8   404.0   454.0   493.2   541.9   606.9   702.7   949.9  3264.7 10115.9  85167.8    85269
read      334.6   218.8    68.9   121.9   140.7   305.6   387.0   436.0   470.4   506.8   547.8   603.3   756.9  1947.6  8026.5  31495.0    31525
read      353.9   278.5    68.9   126.2   144.7   318.3   404.8   457.4   494.5   536.6   586.6   660.0   865.4  3186.2  8533.8  61881.0    61798
read      352.4   693.8    74.4   133.1   151.9   304.7   364.7   398.7   425.8   459.8   506.6   580.5   806.7  8438.0 31537.4  12288.8    12253
read      339.0   244.9    63.8   124.6   143.8   298.8   380.8   428.8   462.3   499.2   542.5   626.3  1002.7  2763.3  7715.1  25626.4    25710
read      354.2   270.9    68.9   129.6   150.0   317.6   398.5   448.3   487.0   534.9   593.9   682.9   880.1  2165.4  7895.9  79857.0    79937
read      394.5  1287.9    80.4   142.9   166.2   288.7   331.0   356.4   374.8   399.3   431.6   489.2  2608.1 28965.5 36647.2   7339.8     7271
read      780.2   718.1    86.8   220.7   255.8   452.6   724.3  1353.3  1491.7  1605.8  1743.9  1915.3  2758.0  4030.9 19158.5  85710.0    85861
read      385.7   363.7    68.9   142.4   168.1   342.7   421.8   469.1   507.6   557.1   625.9   729.8   951.5  4412.0 14149.3  91592.4    91467
read      372.5   316.1    68.9   133.5   154.7   333.7   421.1   472.2   511.3   559.2   622.0   713.6   932.4  3040.9  8264.8  72071.0    72217
read      363.9   411.7    68.9   130.9   151.0   322.3   402.9   452.9   489.2   529.0   575.6   642.3  1035.5  5620.8 13388.2  31085.6    31080
read      388.4   514.1    68.9   136.1   157.3   332.5   416.8   467.9   507.5   556.7   622.1   725.2  1169.5  6613.4 27173.6  76946.4    76878
read      375.9   336.8    74.4   136.0   157.8   334.2   417.1   467.4   506.7   556.6   623.2   722.4   983.1  2989.2 13291.2  84384.6    84584
read      377.6   614.4    74.4   140.0   160.3   325.1   393.3   432.3   464.3   503.9   557.1   640.8  1045.1  8917.1 29944.4  12459.0    12492
read      385.6   439.8    68.9   130.7   150.5   334.1   424.0   475.9   514.4   559.7   618.4   710.8  1437.1  4959.8 11806.8  57031.4    57106
read      375.0   372.8    68.9   137.6   160.6   331.7   413.0   462.6   501.2   548.5   614.5   714.2   956.0  4056.7 14388.6  96424.6    96245
read      312.7   475.9    80.4   145.5   168.7   286.0   326.2   348.1   366.3   388.0   416.6   461.9   635.3  7570.9 21536.1   6731.0     6791
read      591.3   649.5    68.9   166.9   217.0   425.4   510.8   615.2   726.0   851.3  1374.8  1722.1  2674.5  6038.2 21206.8  90459.4    90728
read      305.1   560.0    80.4   152.4   174.2   270.4   302.1   319.8   334.5   350.6   371.8   409.1   716.2  8598.4 25064.9   5153.6     5151
read      572.6   565.1    68.9   151.8   187.9   396.4   492.6   591.0   683.9   831.4  1497.1  1752.6  2263.4  3160.2 14640.0  82761.8    82969
read      353.3   257.7    68.9   125.9   145.2   324.1   407.0   455.4   489.9   529.3   576.3   641.8   859.5  2944.4  8027.3  42741.8    42635
read      355.7   232.0    68.9   136.0   158.6   321.1   399.0   446.8   483.8   530.8   590.8   682.4   870.7  1813.8  7946.8  99483.0    99337
read      374.9   367.8    74.4   136.2   158.6   327.6   406.4   455.5   494.3   543.5   610.6   714.2  1010.3  5349.8  9812.2  95019.0    95192
read      360.9   302.4    68.9   128.8   147.7   320.1   407.6   460.9   500.5   545.7   602.7   687.4   950.5  2985.4  9365.0  69333.0    69200
read      366.0   297.6    68.9   128.9   147.9   332.2   419.0   467.4   502.2   542.3   591.8   672.2   992.7  3527.8  9531.3  49402.2    49459
read      343.5   290.8    68.9   126.0   145.3   311.4   393.2   442.6   476.8   513.0   554.6   616.4   796.1  3302.6 11531.7  28965.0    29055
read      361.8   292.6    68.9   130.4   149.2   325.4   415.3   467.4   505.7   549.3   602.6   679.2   890.9  2751.6  8042.2  64360.2    64324
read      317.3   636.6    80.4   150.0   172.9   278.8   315.9   336.8   351.9   370.5   396.9   441.8   768.5  7835.0 30232.3   5708.0     5705
read      539.7   546.7    68.9   149.3   181.9   381.7   480.0   557.5   633.1   763.0  1418.1  1701.4  2103.3  3197.6 13233.7  84461.8    84816
read      342.8   340.9    74.4   130.9   151.4   309.9   393.8   439.4   469.0   501.0   538.4   592.0   810.5  3270.0 13727.9  23712.2    23714
read      355.8   226.1    68.9   131.5   152.2   323.2   408.0   459.0   496.8   540.8   596.0   682.9   882.5  1262.6  8261.2  74252.8    74116
read      321.0   222.2    68.9   133.9   154.3   303.0   377.2   413.5   437.2   462.3   492.0   533.0   630.9  3057.2  8405.1  19915.8    19948
read      346.8   201.4    68.9   128.0   147.7   325.9   405.5   451.7   484.7   522.3   566.2   630.4   781.7  1244.0  6783.5  44257.4    44213
read      321.0   239.9    63.8   133.8   153.7   303.8   375.4   410.6   434.4   460.7   491.5   534.3   639.4  2100.0  9537.7  19535.0    19454
read      281.8   324.7    86.8   148.3   167.5   269.7   298.8   314.0   324.6   338.3   356.3   388.2   516.0  4215.1 13288.8   7278.0     7190
read      348.9   219.8    68.9   128.1   147.2   326.5   407.7   454.9   488.2   526.0   571.7   637.4   797.0  1315.7  7336.9  47570.8    47657
read      344.1   206.2    63.8   126.9   145.8   321.0   399.1   445.3   478.3   516.5   562.6   628.8   792.4  1482.0  6566.6  44366.8    44399
read      281.6   340.1    86.8   150.1   170.0   265.9   293.9   309.2   319.4   333.7   350.5   382.0   544.0  5503.2 13523.6   6470.6     6481
read      282.3   368.1    80.4   151.9   171.4   259.8   288.0   303.1   314.3   327.8   345.3   377.5   552.7  6898.3 12481.5   5815.8     5807
read      355.9   233.5    68.9   133.1   154.1   323.1   404.8   454.6   491.9   537.3   597.3   688.2   872.7  1251.6  8830.5  82855.6    83137
read      287.1   267.1    74.4   143.9   161.9   283.3   317.9   335.8   347.6   362.9   380.9   410.8   507.1  2666.1 14167.1   9609.2     9580
read      341.7   240.1    68.9   127.1   146.5   319.1   395.4   440.6   473.5   511.2   553.5   616.3   753.8  1233.0  9935.0  37536.0    37385
read      335.1   232.9    68.9   126.9   146.5   312.4   387.3   432.0   464.7   500.9   542.2   598.3   733.5  1319.1  9066.3  33644.8    33706
read      334.8   235.9    68.9   125.7   144.7   313.2   387.5   431.3   463.7   500.2   541.8   597.3   734.5  1281.5  7912.1  35271.8    35204
read      349.5   217.8    68.9   129.1   148.3   326.4   408.0   455.6   488.9   526.4   571.9   636.8   792.3  1281.1  7352.4  50512.4    50438
read      346.0   199.2    63.8   127.9   147.1   324.4   404.4   450.9   483.9   521.5   566.6   632.2   792.2  1353.2  5063.1  48694.2    48878
read      342.8   203.4    68.9   127.5   146.9   321.9   400.1   445.9   478.4   515.8   559.7   621.6   760.2  1174.9  6338.2  42567.6    42682
read      329.6   278.1    68.9   127.9   148.2   302.7   380.0   424.5   454.8   486.7   522.9   573.6   692.1  2654.2 12270.4  27396.8    27416
read      352.4   206.4    68.9   130.0   149.5   324.4   411.2   461.6   497.6   538.8   589.3   666.3   836.4  1241.8  6375.0  64159.2    64424
read      353.1   210.5    63.8   130.0   149.2   325.4   413.3   463.3   499.6   540.4   590.1   665.9   831.2  1184.8  7095.7  64205.4    64364
read      284.0   389.1    93.8   156.6   177.1   263.7   290.7   305.8   316.4   330.4   347.7   379.8   552.5  4721.1 17743.5   5511.4     5481
read      328.5   233.9    68.9   129.3   149.2   303.5   382.8   426.7   456.2   487.9   523.9   574.0   686.8  1225.1  9620.1  26333.6    26227
read      328.7   224.3    68.9   128.7   149.1   305.1   384.4   428.6   458.3   490.1   526.1   576.4   693.6  1164.4  9345.7  26523.0    26586
read      353.1   226.1    68.9   131.3   152.5   319.4   402.0   452.1   489.8   535.0   593.4   686.8   879.3  1204.3  9166.0  86245.8    86286
read      326.4   250.3    68.9   129.9   150.3   303.1   380.4   423.7   452.3   482.3   516.6   564.0   670.8  1194.7 10705.6  24482.6    24452
read      327.6   218.2    68.9   128.9   149.0   304.4   380.9   424.9   455.0   487.0   523.3   574.0   691.0  1243.0  8341.0  26759.8    26832
read      331.4   259.9    68.9   127.1   146.9   304.7   382.6   428.1   460.2   494.9   533.6   585.8   702.8  1772.7 10687.7  29880.2    29795
