Timestamp start: 1715969443720
Timestamp end: 1715970124292

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      327.0   229.2    68.9   124.0   144.4   300.7   379.8   425.7   455.4   486.8   522.7   573.0   690.5  3920.4  6666.5  24410.8    24367
read      337.8   221.1    68.9   120.7   140.3   314.2   391.4   438.2   471.8   509.6   551.0   612.1   768.5  1452.9  7940.4  33911.6    33771
read      361.3   295.2    68.9   128.9   150.1   322.3   403.5   453.9   492.3   538.7   597.6   688.8   938.4  3156.6  9305.8  84681.0    84944
read      356.7   220.3    68.9   129.5   151.0   322.7   404.1   454.4   492.7   538.9   597.6   687.5   894.5  1970.5  5714.3  85685.2    85666
read      348.5   229.9    63.8   123.3   142.4   322.4   408.2   456.7   491.1   530.4   577.8   641.9   790.7  1904.6  8461.1  52066.4    51918
read      344.7   319.3    68.9   120.5   139.6   313.9   395.2   444.6   479.3   517.8   562.2   624.6   793.5  3215.6 12842.0  34462.8    34406
read      330.1   244.0    63.8   121.5   141.1   302.1   382.1   431.3   464.4   499.6   538.7   590.1   721.0  1262.9 11526.0  28755.8    28664
read      341.6   232.3    68.9   121.6   141.1   317.7   396.8   443.5   476.6   514.2   558.1   619.3   764.4  1645.9  8118.4  38275.0    38289
read      327.2   321.6    74.4   125.5   145.4   299.0   377.2   418.8   445.6   472.7   505.2   548.5   673.3  4774.0 10012.6  20633.0    20658
read      391.8   693.0    80.4   133.9   154.6   328.0   402.4   445.7   480.7   526.6   585.0   676.4  1185.0  9169.6 30845.6  13934.8    13840
read      352.6   230.7    68.9   129.7   151.9   319.4   398.6   446.5   483.4   529.5   588.6   679.3   867.6  1908.7  8583.4  93624.8    93419
read      361.6   291.6    68.9   130.6   154.7   324.2   402.1   449.6   486.2   532.1   591.9   688.4   927.8  3246.9  8048.4  98541.0    98284
read      350.6   219.7    68.9   124.2   144.6   318.4   401.8   451.7   488.4   532.0   587.1   671.0   899.4  2053.8  5833.8  71342.4    71313
read      348.1   276.2    68.9   122.1   141.5   323.7   401.4   446.9   479.4   517.3   563.2   630.1   813.1  2461.9  8451.5  42081.2    42089
read      355.0   365.2    63.8   123.2   142.8   326.9   409.5   456.7   489.6   527.3   574.5   640.9   805.1  2302.2 12558.0  46454.4    46458
read      338.6   293.3    68.9   122.1   141.6   311.5   387.2   432.6   464.8   500.6   542.7   603.8   785.8  2090.0 12283.2  30645.0    30755
read      346.9   244.1    63.8   122.5   142.3   324.0   402.2   447.4   479.6   516.2   560.6   626.5   793.2  1730.1  7759.1  42825.4    42889
read      360.8   304.9    68.9   129.2   151.5   323.1   401.1   450.3   487.7   534.5   595.6   692.8   943.3  2687.8  9427.5  93689.8    93552
read      349.7   213.8    63.8   124.1   143.7   321.5   405.1   455.7   491.7   533.5   584.7   660.7   841.0  1796.2  6877.9  65548.8    65694
read      332.8   240.4    74.4   122.0   141.9   306.5   380.5   426.1   458.9   495.7   536.9   590.9   775.9  1800.6  7399.8  29466.4    29574
read      347.4   251.2    68.9   123.2   142.2   322.8   405.0   453.1   487.2   525.9   572.5   636.5   789.6  1551.7 10094.7  51418.8    51355
read      357.6   260.7    63.8   125.1   144.7   322.1   408.2   460.2   498.4   542.2   597.1   680.9   942.9  2423.4  9293.2  67139.6    67361
read      368.4   508.4    68.9   128.3   148.9   318.0   396.2   441.4   476.3   526.4   604.7   713.8   979.8  5883.3 29972.9  16382.4    16287
read      443.2   484.6    68.9   132.4   156.8   352.0   435.7   493.0   540.5   605.8   706.2  1122.9  2025.4  3489.6 14590.1  81660.4    81508
read      357.8   260.2    63.8   129.2   151.2   323.3   402.6   451.0   487.9   533.3   592.3   686.0   909.2  2221.6  8016.6  87658.0    87619
read      372.1   301.5    63.8   133.2   158.1   332.2   412.1   459.9   496.8   543.3   607.0   712.8  1013.6  2932.1  9614.2  99103.2    99068
read      354.2   250.2    63.8   123.2   143.0   327.8   411.6   459.3   493.2   532.2   579.9   650.0   868.7  2159.1  7216.9  51144.2    51267
read      367.5   638.1    74.4   129.2   149.5   314.8   377.0   417.4   448.8   487.8   538.3   613.2  1209.4  8879.1 31339.3  11869.6    11822
read      362.3   279.3    68.9   131.7   155.5   327.2   406.9   455.3   492.3   538.8   599.3   693.1   915.0  2175.6  8705.0  97404.0    97494
read      361.2   288.5    68.9   131.4   154.5   324.9   404.2   452.9   489.7   535.4   595.7   691.9   922.0  2297.3  8079.9  97410.2    97350
read      353.8   334.6    63.8   123.9   143.2   324.4   408.0   455.3   489.5   528.9   576.4   644.4   849.3  2652.6 12007.9  55387.6    55460
read      384.6   341.0    68.9   133.1   156.9   339.7   425.1   475.0   514.1   561.5   627.9   740.4  1114.3  3388.8  9738.9  86183.2    85984
read      395.0   385.8    68.9   133.2   157.2   349.2   434.9   487.3   527.2   576.7   642.3   760.3  1220.5  3977.8 10256.3  81951.6    82043
read      365.8   366.2    63.8   126.8   146.4   334.1   417.9   465.1   499.6   539.8   588.6   664.9   909.2  3739.5 10032.5  52771.8    52873
read      344.6   312.0    74.4   129.5   149.6   310.4   377.3   418.1   449.1   489.3   546.0   642.3   866.1  3834.4  9742.7  14031.4    13911
read      390.2   332.7    68.9   127.3   147.7   338.6   426.7   477.8   514.4   560.3   624.3   754.2  1568.6  2961.3  9049.9  49879.4    49984
read      347.8   577.0    80.4   130.8   154.5   306.9   364.4   398.9   425.2   455.5   492.7   545.9   853.1  7091.8 30654.9   9310.8     9274
read      365.8   398.1    68.9   123.4   144.1   315.6   392.5   442.2   478.1   521.7   579.8   744.0  1158.2  4057.5 12413.3  27252.4    27187
read      326.9   209.1    74.4   127.9   148.2   309.0   376.3   414.1   441.2   470.5   506.1   559.3   723.1  1910.1  8271.1  18784.4    18735
read      503.6   499.4    68.9   145.9   179.2   444.3   587.7   651.1   692.7   740.0   805.0  1023.7  1475.6  4543.5 19895.0  86374.4    86505
read      411.7   422.8    63.8   136.5   164.6   364.5   452.3   501.7   539.6   588.5   665.1   805.1  1153.2  4708.6 12494.1  93289.2    93039
read      437.2   433.8    68.9   133.9   158.4   369.2   468.9   534.3   584.9   649.4   739.2   913.5  1673.0  4250.7 14244.7  76172.4    75999
read      348.3   301.2    68.9   122.7   143.2   320.8   397.8   444.5   477.3   514.8   558.2   620.3   821.8  2352.8 12832.2  32174.8    32324
read      378.0   408.1    68.9   131.1   153.3   333.8   417.3   465.9   503.7   550.3   615.8   717.7   993.5  4770.9 14150.7  84387.2    84255
read      365.8   266.3    68.9   130.5   152.6   333.3   414.8   463.8   501.3   547.2   610.2   703.6   897.3  2419.9  9637.3  81833.8    81759
read      357.3   313.7    68.9   124.9   144.9   332.1   409.8   455.2   488.1   526.2   571.7   638.2   862.8  2622.8 12469.9  37322.6    37291
read      363.4   257.8    63.8   126.2   146.2   334.4   420.8   470.1   506.1   546.4   595.1   668.0   859.2  2702.2  8071.9  54027.2    53818
read      348.6   275.7    68.9   124.5   144.9   321.8   397.3   443.1   475.9   512.2   555.7   619.5   859.1  2771.1 10992.2  30197.6    30297
read      349.1   253.8    68.9   124.3   144.7   325.0   402.4   448.3   480.9   517.8   561.5   624.4   795.9  1835.1 11305.8  31475.0    31569
read      360.5   324.5    68.9   123.9   143.7   332.0   410.3   455.7   488.6   527.4   574.5   639.7   871.0  4768.5 10776.5  38894.0    38927
read      355.0   512.8    74.4   135.5   157.5   313.9   372.4   409.7   437.3   473.2   521.6   589.0   928.7  5707.4 28355.7  10732.0    10652
read      674.6   599.2    80.4   241.6   311.3   506.9   595.3   716.7   871.5  1034.5  1472.3  1767.0  2203.4  4152.6 19732.9  98070.4    98119
read      356.7   317.9    68.9   124.9   144.3   327.7   411.4   458.4   492.4   531.5   579.1   650.8   845.4  2892.0 10091.4  48254.4    48176
read      352.4   318.4    68.9   123.4   142.6   323.9   402.6   449.8   483.8   522.7   567.3   630.2   829.2  2994.3 12360.3  34967.4    34929
read      366.2   270.7    68.9   129.0   149.4   332.2   419.5   470.8   509.9   555.8   612.9   696.3   904.6  2723.4  7347.2  69546.8    69735
read      329.5   295.4    68.9   128.8   148.8   300.4   376.2   418.5   446.1   475.3   509.1   559.6   740.4  3934.0  9296.1  20806.8    20753
read      375.8   319.9    68.9   133.2   155.8   337.3   420.7   469.4   507.1   554.2   619.5   718.8   971.8  3137.5  9999.4  84674.0    84642
read      359.4   298.3    68.9   125.9   145.4   331.1   413.0   459.7   493.4   532.3   579.0   646.2   894.7  2716.3  9329.3  42334.8    42333
read      361.0   266.7    63.8   126.5   145.9   329.5   417.5   467.5   503.6   545.3   597.0   674.3   865.2  2789.8 10486.5  61458.4    61587
read      380.7   338.5    68.9   131.7   153.9   339.9   425.1   475.7   515.1   563.4   627.9   727.6   993.9  3954.4 10001.9  77871.8    77998
read      381.6   335.3    68.9   138.3   164.2   342.8   424.5   472.7   510.0   556.3   621.5   726.3   973.3  3012.0 12255.5  97606.6    97625
read      338.3   303.3    68.9   126.4   147.1   310.0   387.1   431.8   462.1   494.9   532.3   583.7   762.2  2768.3 10174.6  23857.4    23781
read      368.8   336.1    63.8   127.5   147.6   333.3   420.3   470.6   508.0   552.3   609.0   691.1   913.4  3834.3 10434.0  66704.2    66723
read      345.2   266.9    68.9   123.1   143.2   317.6   394.1   439.2   471.6   508.9   552.3   615.6   820.4  3176.6 11747.8  30954.2    31016
read      361.0   289.3    68.9   125.4   145.1   333.7   418.3   465.4   499.3   538.0   584.6   654.1   864.4  3011.5  9848.5  47325.4    47394
read      368.2   324.2    68.9   133.9   157.5   332.7   412.9   461.0   498.1   543.5   605.0   702.2   910.8  3131.5  9475.3  95241.4    95335
read      321.5   625.7    80.4   148.5   174.1   270.0   304.4   322.7   337.6   355.3   380.0   431.3  1221.8 10917.8 22776.7   5275.8     5252
read      413.0   412.2    68.9   129.3   150.6   341.7   430.3   484.4   525.9   576.4   644.0   801.6  2007.8  3471.5 11547.0  65721.6    65908
read      330.1   332.9    74.4   130.3   150.1   305.6   374.1   410.4   435.0   462.4   496.2   546.9   807.5  4283.0 12709.2  16863.8    16889
read      433.2   493.6    68.9   125.7   146.0   329.5   422.0   488.9   545.2   628.1   887.5  1222.7  1659.5  4041.1 14906.0  42855.2    42912
read      386.9   277.8    68.9   139.4   166.8   352.3   433.4   481.7   519.1   566.6   633.2   742.2   989.8  2580.6  8120.3  99689.8    99898
read      345.5   324.8    74.4   125.7   146.0   313.9   390.6   435.1   466.4   501.3   541.0   599.3   913.7  4835.1 10617.2  26447.6    26385
read      334.9   216.7    68.9   128.0   148.5   311.2   388.4   432.7   462.4   494.5   531.1   582.2   748.9  1659.3  7996.0  22750.4    22616
read      364.6   282.5    68.9   126.5   146.6   336.7   420.8   467.0   501.0   540.0   588.5   661.8   918.7  2934.3  9222.3  50657.4    50605
read      367.8   332.9    63.8   132.3   155.1   330.8   411.8   460.7   498.0   544.2   606.3   701.0   915.3  3419.6 14142.0  90197.6    90283
read      339.5   259.6    63.8   125.4   145.2   311.8   390.0   436.8   468.2   502.7   542.6   595.7   775.0  2889.0 11485.6  26276.0    26273
read      362.3   230.7    74.4   127.2   146.8   336.7   420.7   467.5   502.0   541.0   588.8   662.0   902.2  2444.1  6682.7  48569.0    48521
read      355.3   275.5    63.8   127.6   147.4   327.5   404.7   451.6   485.3   523.2   567.8   631.8   865.4  3049.3  9870.3  34030.8    34058
read      368.4   283.6    68.9   130.0   151.6   334.1   416.8   465.9   503.9   549.6   613.1   705.2   911.4  3519.6  8498.2  75532.0    75648
read      355.6   556.1    68.9   130.9   151.1   310.6   387.2   428.2   455.9   486.6   524.0   581.8  1093.7  6406.6 27571.6  19514.0    19482
read      383.0   441.1    74.4   131.1   152.1   326.5   408.6   458.7   499.6   554.0   629.3   730.6  1091.6  5705.6 13141.8  15125.0    15054
read      371.2   352.4    68.9   128.0   149.4   329.1   414.2   465.5   504.0   549.9   609.6   700.4   961.2  4280.5 10257.8  75883.8    75754
read      426.0  1444.8    80.4   147.7   175.0   277.8   314.7   335.9   351.5   371.3   402.9   489.3  4224.6 30268.3 37665.0   5158.2     5187
read      368.4   381.3    68.9   128.2   148.6   313.5   394.7   440.5   472.9   519.9   608.3   760.9  1085.3  4353.6 12664.0  17579.4    17656
read      670.0   614.2    68.9   215.4   299.1   485.3   606.0   740.4   849.2  1040.2  1513.0  1782.5  2202.7  4737.6 21687.9  96183.8    96343
read      350.2   299.1    68.9   122.0   140.9   321.6   401.9   448.8   482.1   520.2   565.2   630.1   847.7  3250.0  9170.9  36752.2    36665
read      365.5   298.5    68.9   128.6   150.7   329.1   413.2   463.3   501.1   547.0   606.2   700.8   926.8  3085.2  8459.5  85143.2    85269
read      337.8   288.0    68.9   120.7   139.7   310.5   382.5   425.9   457.9   494.4   537.4   598.2   840.9  3440.7  9321.1  31471.2    31525
read      362.0   321.8    68.9   126.2   145.3   329.0   417.3   467.3   503.2   544.1   594.0   672.1   869.0  3603.4  9391.6  61767.0    61798
read      359.4   471.9    74.4   130.8   151.9   316.1   380.5   420.2   452.0   493.3   550.6   638.4   889.9  5784.0 15407.3  12296.0    12253
read      350.4   380.0    68.9   123.6   143.7   307.8   385.3   431.5   463.6   498.7   540.8   616.4  1087.2  5188.5 12408.6  25542.0    25710
read      369.7   431.3    68.9   127.9   148.6   326.1   409.6   460.3   498.7   544.9   605.5   696.4   940.1  4506.7 12815.2  79993.4    79937
read      313.9   333.3    80.4   138.5   163.8   290.1   333.3   358.4   376.8   401.3   434.2   482.2   718.2  4683.9 12390.2   7296.6     7271
read      580.2   588.9    68.9   152.0   191.7   417.7   524.7   609.8   698.8   838.5  1401.0  1745.1  2326.3  4546.1 17171.6  85840.0    85861
read      362.5   336.5    68.9   130.4   152.8   325.2   405.2   454.6   492.0   538.0   597.9   691.7   903.6  2923.6 11648.6  91456.0    91467
read      364.6   326.7    68.9   127.9   148.2   324.3   410.7   462.6   500.9   545.4   601.2   686.1   949.4  3775.2  9845.4  72146.8    72217
read      351.6   393.1    68.9   126.3   146.1   321.6   397.8   443.1   475.7   511.7   552.7   613.6   791.2  5082.8 12358.5  30989.8    31080
read      401.5   745.1    68.9   130.7   153.4   341.8   428.1   478.9   517.5   564.7   628.3   732.0  1025.1 11488.6 31516.9  76760.4    76878
read      386.4   519.1    63.8   132.7   155.7   339.8   425.0   475.4   513.7   561.1   625.9   730.5   988.3  5346.7 16099.0  84523.8    84584
read      384.5   540.6    74.4   138.0   159.5   330.6   404.0   451.3   489.1   534.4   589.1   674.5  1165.0  5910.6 23364.6  12611.8    12492
read      373.4   264.3    63.8   129.1   149.6   341.9   431.6   483.5   520.4   563.3   618.1   696.0   941.1  2292.9  6961.4  56835.6    57106
read      379.9   405.0    68.9   135.0   160.0   339.4   420.5   467.5   504.9   550.8   616.6   722.3   941.3  4352.2 16520.0  96080.6    96245
read      423.4  1505.0    80.4   146.1   170.7   289.5   328.8   351.0   368.4   390.5   422.0   485.8  3389.5 30473.0 36028.3   6789.6     6791
read      560.8   589.1    68.9   158.7   200.3   429.4   518.1   585.6   662.6   796.2  1016.6  1628.9  2179.0  5072.5 16105.6  90457.8    90728
read      349.7   982.0    80.4   153.0   178.3   278.9   315.2   336.1   350.9   369.2   395.3   448.9  1409.8  9512.8 36722.1   5184.8     5151
read      576.4   591.0    68.9   152.0   191.5   425.4   521.8   600.7   686.3   826.7  1217.4  1727.2  2378.1  5059.5 15716.4  82594.8    82969
read      374.9   348.4    68.9   128.3   148.3   341.1   427.3   475.9   510.1   550.7   604.4   683.1  1046.3  3171.2 11383.8  42494.0    42635
read      455.7   862.2    63.8   146.0   177.3   374.9   459.8   510.7   550.1   603.3   678.8   815.7  1164.6 12633.8 32108.6  99324.4    99337
read      363.8   253.4    68.9   133.6   156.9   328.5   408.8   458.1   496.1   542.8   605.8   701.5   913.5  2009.0  8122.9  95022.6    95192
read      365.9   367.9    68.9   127.8   147.4   327.1   415.3   467.3   505.7   549.9   605.3   687.3   910.2  3905.7 10634.6  69069.6    69200
read      364.4   347.0    68.9   125.8   145.7   334.2   421.5   470.3   505.2   544.8   592.8   665.9   860.6  3070.1 12714.6  49677.0    49459
read      343.8   288.9    68.9   124.0   143.8   313.4   394.0   441.9   474.5   509.9   550.5   610.7   818.0  3540.7  9934.8  29027.0    29055
read      370.9   349.5    63.8   127.7   147.3   329.9   418.6   469.7   507.4   550.8   606.3   688.6   986.2  4810.5  9410.6  64371.2    64324
read      317.9   519.4    80.4   148.4   174.4   282.4   320.7   342.4   358.5   376.5   402.7   450.3  1028.4  6106.7 24196.8   5696.2     5705
read      602.6   598.0    68.9   157.6   203.2   422.6   517.6   625.8   738.4   904.7  1530.8  1814.2  2197.6  3222.2 19986.7  84730.2    84816
read      332.1   237.9    68.9   127.4   148.8   306.3   381.4   424.1   453.1   484.9   522.9   579.8   801.7  2589.9  8485.7  23871.0    23714
read      360.0   243.4    68.9   129.4   150.5   329.3   416.1   467.2   504.8   548.4   604.4   690.1   882.8  1299.8  7661.9  73915.4    74116
read      323.5   234.1    74.4   130.5   151.4   307.4   379.8   416.2   440.9   467.1   498.0   542.0   653.3  1863.8  9495.4  19990.2    19948
read      348.5   211.2    63.8   126.7   146.3   329.2   409.4   455.4   487.4   523.2   566.8   630.8   774.8  1225.7  7433.5  44257.6    44213
